Year,Month,State,Monthly rainfall,Monthly mean daily global solar exposure,Monthly mean minimum temperature,Monthly mean maximum temperature,Number of arriving visitors
2000,1,VIC,41.2,22.1,13.1,24.9,60170
2000,2,VIC,34.6,23.2,16,29.5,70240
2000,3,VIC,24.6,17.7,13.7,25.5,70440
2000,4,VIC,39.6,12,10.5,21.2,57450
2000,5,VIC,78.4,7.2,8.1,15.8,44090
2000,6,VIC,27.6,5.6,6.5,13.6,44130
2000,7,VIC,35,6.9,5.7,13.3,60560
2000,8,VIC,31,10.4,5.4,14.8,54180
2000,9,VIC,65.2,14,7.7,17.2,47200
2000,10,VIC,124.4,16.4,8.5,17.8,69020
2000,11,VIC,38.2,20.3,13.1,22.9,78130
2000,12,VIC,18.4,27.3,12.2,26.2,89380
2001,1,VIC,7.2,23.2,16.1,29.7,67650
2001,2,VIC,11.4,23.1,16.5,29.2,79620
2001,3,VIC,142.2,17,12.2,24.2,73280
2001,4,VIC,96.8,11.3,9.8,20.2,64350
2001,5,VIC,13.4,7.8,8,16,49100
2001,6,VIC,35.6,6,7.6,14.9,48880
2001,7,VIC,10,6.2,6.1,13.4,74260
2001,8,VIC,43.4,9,6.5,14.6,53730
2001,9,VIC,20.8,13.9,8.1,18.5,53640
2001,10,VIC,51,18.2,8.1,18.7,67080
2001,11,VIC,56.6,18.9,9.4,20.3,66640
2001,12,VIC,50,23.1,10.2,21,91620
2002,1,VIC,33.6,22.4,12.7,25.1,71520
2002,2,VIC,52,20.9,13,24.7,84480
2002,3,VIC,41,16.9,12.6,23.8,82000
2002,4,VIC,41,11,10.9,21.2,59230
2002,5,VIC,18.8,8.3,8.4,17.9,53780
2002,6,VIC,30.6,6.5,6.8,14.8,49000
2002,7,VIC,31.6,8,5.9,14.3,66780
2002,8,VIC,22.6,10.5,5.5,15.2,55000
2002,9,VIC,28,15.5,7.2,18,58250
2002,10,VIC,25.4,18.4,8.4,20.5,71010
2002,11,VIC,18.2,22.4,10.2,23.8,71640
2002,12,VIC,10.2,23.4,12.5,25.2,96260
2003,1,VIC,7.6,26.7,13.6,27.7,70800
2003,2,VIC,17.8,21.6,15.1,26,83700
2003,3,VIC,23,17.5,12.9,23.7,74060
2003,4,VIC,57,12.8,10.3,20.4,51400
2003,5,VIC,13,8.4,8.2,18,40130
2003,6,VIC,36.6,6.1,7.5,14.7,49120
2003,7,VIC,61.2,8,5.7,13.6,63160
2003,8,VIC,50.6,10,5.4,13.7,52890
2003,9,VIC,25.4,14.9,6.1,16.4,57630
2003,10,VIC,69.8,16.2,7.5,16.4,73630
2003,11,VIC,26.8,23.8,10.4,22.8,83350
2003,12,VIC,30.6,24.4,13.5,27.4,104110
2004,1,VIC,24.4,23.8,12.2,24.8,74140
2004,2,VIC,9.8,21.4,13.5,26.4,86430
2004,3,VIC,20.2,18.6,12.2,23.5,83340
2004,4,VIC,49,12.1,10.7,20.9,69800
2004,5,VIC,18.2,8.2,7.8,16.3,55640
2004,6,VIC,24.2,6.6,7.1,13.9,59830
2004,7,VIC,27.8,7.2,5.7,12.9,77410
2004,8,VIC,69.4,10.7,6.4,15.2,61030
2004,9,VIC,47.8,12.1,7.7,15.9,60610
2004,10,VIC,45.2,19.2,8.9,20.2,77520
2004,11,VIC,113,20.7,10.8,21.4,88740
2004,12,VIC,59.2,24,12,23.9,108300
2005,1,VIC,24,24.5,13.9,26.7,83440
2005,2,VIC,200.6,19.3,12.6,23.3,99010
2005,3,VIC,7.8,18.1,11.3,23.1,94600
2005,4,VIC,26,13.4,11.6,23.4,69920
2005,5,VIC,8,9.4,8.2,17.8,58870
2005,6,VIC,31,6.3,6.7,15.4,58530
2005,7,VIC,21.8,6.5,6.5,14.1,78380
2005,8,VIC,57.6,10.4,6.7,14.9,66630
2005,9,VIC,39.4,13.8,7.2,17,61210
2005,10,VIC,69,19.3,9.7,20.5,82660
2005,11,VIC,64.6,22.9,11.6,23.7,89110
2005,12,VIC,48,24,12,27.5,113550
2006,1,VIC,50.6,26.1,15.3,27.9,89970
2006,2,VIC,58.8,23.2,13.7,25.2,94720
2006,3,VIC,13.2,19.2,13.3,26,94890
2006,4,VIC,43.2,11,8.7,18.6,76970
2006,5,VIC,40.4,7.2,7.3,15.2,59980
2006,6,VIC,10.4,6,4.5,13,61530
2006,7,VIC,39.4,6.3,5.8,13.1,75910
2006,8,VIC,27.2,10.8,5.8,15.8,65270
2006,9,VIC,38.4,14.9,7.1,18.6,69370
2006,10,VIC,8.4,23.2,7.3,21.5,81860
2006,11,VIC,39,23.6,9.7,22.8,89920
2006,12,VIC,15.8,26.6,11.5,25.2,128030
2007,1,VIC,24.2,24.4,15.2,28.3,86480
2007,2,VIC,13,22.7,16.4,29.6,101570
2007,3,VIC,39.4,17.9,13.2,25.5,102970
2007,4,VIC,29.2,12.9,10.4,22.2,77330
2007,5,VIC,41,8.1,10.9,18.7,66720
2007,6,VIC,45.4,6.3,5.4,12.6,70080
2007,7,VIC,41.2,7.1,5.5,12.5,78660
2007,8,VIC,17.6,11.1,6.4,16,70250
2007,9,VIC,8.2,14.6,6.8,18,66300
2007,10,VIC,5.6,19.5,8.9,21.2,82560
2007,11,VIC,74.6,23.3,12.3,24.2,93610
2007,12,VIC,83.2,24.4,13.7,26.3,116900
2008,1,VIC,38.8,25.8,15.5,27.7,85100
2008,2,VIC,31.2,20.9,13.3,24.1,107130
2008,3,VIC,23.2,17.8,12.9,27.1,102600
2008,4,VIC,9.8,11.9,9.2,20.5,81270
2008,5,VIC,36.2,7.3,7.7,16.2,69490
2008,6,VIC,12.6,5.6,8.1,14.7,66120
2008,7,VIC,38.2,6.8,5.1,12.9,90180
2008,8,VIC,46,9,5.2,13.4,67240
2008,9,VIC,16.8,15.5,7,18.4,67740
2008,10,VIC,11.4,18.4,9.1,21.7,80090
2008,11,VIC,46.8,20.6,10.5,22.8,93140
2008,12,VIC,94.6,23.5,11.1,23,124840
2009,1,VIC,1.6,29.6,13.4,28.8,90440
2009,2,VIC,6,22.6,14.3,27.9,105170
2009,3,VIC,35.8,14.7,12.9,24.2,102640
2009,4,VIC,33.4,11.4,9.9,20.3,88290
2009,5,VIC,11.2,7.5,7.6,17,70830
2009,6,VIC,19.4,5.9,6.1,14.3,66130
2009,7,VIC,25.2,7.3,5.8,13.9,82930
2009,8,VIC,35.6,9.9,7.4,15.8,71940
2009,9,VIC,55,13,7.8,17.9,76720
2009,10,VIC,20.2,17.5,8,19.4,90440
2009,11,VIC,117,23.3,13.8,26.8,96670
2009,12,VIC,37.4,25.9,12.7,25.1,139620
2010,1,VIC,26.8,26.2,13.9,27,93510
2010,2,VIC,36.6,20.5,15.9,27.8,122730
2010,3,VIC,88,16.2,14.4,25,112440
2010,4,VIC,18,10.6,12.4,22.1,85570
2010,5,VIC,31.4,8,7.9,17.3,75900
2010,6,VIC,47,6.2,6,13.4,79790
2010,7,VIC,27.4,6.3,5.3,13.3,99920
2010,8,VIC,64.8,8.9,5.5,13.4,86850
2010,9,VIC,42,11.9,6.8,15.1,93410
2010,10,VIC,131.2,18.3,8.4,19.4,103230
2010,11,VIC,130,20.1,11.1,22,113810
2010,12,VIC,84.2,22.3,11.9,24.1,152220
2011,1,VIC,97.2,21.8,15,26.2,107630
2011,2,VIC,87.4,18.2,14.3,24.2,132050
2011,3,VIC,27.4,14.8,12.8,22.5,116170
2011,4,VIC,44.4,12.5,9.3,20.3,97950
2011,5,VIC,42.8,6.6,7.7,15.2,83580
2011,6,VIC,20.2,6.8,6.2,14.6,82930
2011,7,VIC,22.2,6.4,5.6,13.5,100140
2011,8,VIC,15.4,9.5,6.6,16.3,94720
2011,9,VIC,76,13.1,7.1,18.4,83270
2011,10,VIC,72.8,16.4,9,19.8,102540
2011,11,VIC,112,19.5,12,23.4,118920
2011,12,VIC,60.6,25.4,12.2,24.4,155980
2012,1,VIC,10.6,24.6,14.8,27.4,117370
2012,2,VIC,81.6,19.4,14.4,26.9,133920
2012,3,VIC,64,13.6,12.6,22.6,125040
2012,4,VIC,35.4,12.1,9.9,21,101560
2012,5,VIC,54,7.2,7.7,15.7,87470
2012,6,VIC,55.4,5.8,5.9,13.4,84970
2012,7,VIC,34.2,6.5,5.9,13.6,103120
2012,8,VIC,50.4,10.1,5.9,14.1,104180
2012,9,VIC,29.8,14.4,7.3,17.7,94080
2012,10,VIC,25,16.1,8,20.3,110700
2012,11,VIC,23.6,21.4,10.9,23.3,125790
2012,12,VIC,18.8,25.1,12.5,26,169900
2013,1,VIC,9.8,26.9,13.7,28,111750
2013,2,VIC,55.2,23,15.3,29,146410
2013,3,VIC,44.2,17,14.7,26.9,139930
2013,4,VIC,24.2,10.8,10.3,20.5,100110
2013,5,VIC,26,7.9,8,17.7,90680
2013,6,VIC,126,5.9,5.8,14.1,93300
2013,7,VIC,35,7.2,7,14.7,109520
2013,8,VIC,38.2,9.7,7.2,15.6,112650
2013,9,VIC,66,13,9.1,19.1,103720
2013,10,VIC,42.6,15.5,8.8,18.9,112370
2013,11,VIC,56.8,17.5,10.2,21.1,133040
2013,12,VIC,35.8,22.5,11.9,24.7,189170
2014,1,VIC,8.4,25.2,15.2,28.9,132120
2014,2,VIC,14,21.2,14.3,28.8,145940
2014,3,VIC,25.4,14.5,13.6,25.5,141520
2014,4,VIC,65.6,9.1,11.6,20.1,116160
2014,5,VIC,17.8,7.4,9.5,18.4,111450
2014,6,VIC,44.4,5.9,8,14.7,101000
2014,7,VIC,20.6,7.2,6.4,13.5,134700
2014,8,VIC,31.2,10,5.8,15,116810
2014,9,VIC,47.2,13.9,7.4,18.1,110730
2014,10,VIC,36.4,17.6,9.1,22.1,132110
2014,11,VIC,50.2,21.4,10.6,23.9,145420
2014,12,VIC,41.4,23.7,12.8,24.9,195610
2015,1,VIC,30,22.3,14,26.9,137520
2015,2,VIC,38.8,19.6,15.5,28,189010
2015,3,VIC,22.2,16.1,11.1,23.8,172420
2015,4,VIC,35.2,10.7,8.9,19.4,129150
2015,5,VIC,25.4,7.9,8.2,16.9,114570
2015,6,VIC,23.4,6.5,5.7,13.8,113940
2015,7,VIC,63.6,6.9,5.1,12.7,140420
2015,8,VIC,19.4,8.7,6.3,13.4,129560
2015,9,VIC,27.8,14.2,6.8,17.3,130300
2015,10,VIC,16.6,19.7,10.7,25.5,152620
2015,11,VIC,54.2,21.1,11.1,23.6,169380
2015,12,VIC,44.8,27.2,13.2,29.1,231930
2016,1,VIC,44.8,20.4,15.4,27.2,162400
2016,2,VIC,4.4,20.7,14.9,27,209120
2016,3,VIC,27.2,14.2,14.3,25.7,187650
2016,4,VIC,36.4,11.9,11.9,22.7,146960
2016,5,VIC,47,8.9,9.7,18.1,132470
2016,6,VIC,66.4,6.7,6.5,13.5,134940
2016,7,VIC,63.4,7.5,6.8,13.8,168990
2016,8,VIC,30.6,10.2,6.4,15.2,147170
2016,9,VIC,99.8,12.4,8.2,16.2,145180
2016,10,VIC,77.4,17.3,7.9,18.5,169770
2016,11,VIC,39.8,19.2,9.6,21.2,181350
2016,12,VIC,77.4,22.8,12.7,26.3,254120
2017,1,VIC,25.6,23.4,14.7,27.6,190760
2017,2,VIC,32.4,19.9,12.9,26.7,206910
2017,3,VIC,33.4,16.6,14.4,27.8,194860
2017,4,VIC,103.2,10.7,10.9,20.6,171090
2017,5,VIC,19.4,8.4,7.5,16.6,140710
2017,6,VIC,16.4,7.3,5.4,14.3,148840
2017,7,VIC,17.8,8.3,4.8,14,173800
2017,8,VIC,40,9.9,5.4,14.2,170040
2017,9,VIC,28,13.6,7,17.7,151830
2017,10,VIC,33.2,17.4,8.9,21.6,177210
2017,11,VIC,51.6,22.3,12.8,26.6,195260
2017,12,VIC,124.4,22.4,13.3,25.6,263240
2018,1,VIC,70.2,23.3,15.5,28.3,190960
2018,2,VIC,2.2,20.4,14.5,27.9,243500
2018,3,VIC,30,16.3,12.8,25.8,222700
2018,4,VIC,7,11.1,10.3,22.9,173780
2018,5,VIC,60,7.2,8.9,17.2,153190
2018,6,VIC,71.4,7.1,5.3,13.9,164970
2018,7,VIC,16.2,8.3,5.9,14.1,191350
2018,8,VIC,21.6,10.6,5,14.8,183120
2018,9,VIC,16.4,14.6,5.7,17.4,167310
2018,10,VIC,38.4,18.4,9,21.8,190240
2018,11,VIC,98.6,18.8,10.8,22.5,215210
2018,12,VIC,116.8,21.4,14.3,26.1,282610
2019,1,VIC,11.2,25.1,15.5,30.4,205580
2019,2,VIC,15.2,20.4,14,27.7,259060
2019,3,VIC,6.4,15.4,14,26.4,234430
2019,4,VIC,5,11.4,10.4,22.6,180000
2019,5,VIC,59.8,8.1,8.9,17.5,176510
2019,6,VIC,58.4,7.5,7,14.7,170790
2019,7,VIC,26.6,7.8,6.4,14.3,201930
2019,8,VIC,47.2,9.9,5.5,14.1,196970
2019,9,VIC,38.4,14,6.8,17.5,168980
2019,10,VIC,33.2,18.5,8.5,21.6,195580
2019,11,VIC,49.6,19.7,9.3,22.4,220340
2019,12,VIC,7.8,24.3,12.4,26.4,299560
2000,1,NSW,30.8,22.1,17.8,24.9,155900
2000,2,NSW,14.8,23.2,19.8,28.2,190020
2000,3,NSW,202.4,14.3,19.2,25.2,174210
2000,4,NSW,33.6,12.1,15.2,22.8,177090
2000,5,NSW,27.6,10.9,11.7,19.9,137840
2000,6,NSW,33,9.8,8.1,17.1,137230
2000,7,NSW,23.2,10.5,8.4,17.6,177050
2000,8,NSW,20,12.7,8.9,18.4,154200
2000,9,NSW,28,17.7,12.4,22.8,222370
2000,10,NSW,70.8,18.7,14.5,22.9,184950
2000,11,NSW,132.6,18.4,17.4,23.3,194410
2000,12,NSW,39.6,25.6,19.6,28,237720
2001,1,NSW,156,21.7,20.7,27.9,176100
2001,2,NSW,116.2,19.6,20.8,27,184340
2001,3,NSW,54.6,16,18.7,25.4,174370
2001,4,NSW,85.8,14.5,15.3,23.6,164850
2001,5,NSW,332,10.1,11.2,19,139860
2001,6,NSW,41.2,9.7,9.1,19.3,142210
2001,7,NSW,109.8,8.7,9.5,16.8,173030
2001,8,NSW,55.8,14.2,8.8,18.9,154450
2001,9,NSW,34.8,17.5,12.8,21.9,142230
2001,10,NSW,31.8,23.2,13.8,23.8,149080
2001,11,NSW,69.2,18.5,15.6,23.3,154330
2001,12,NSW,27.4,24.3,18.6,26.6,224380
2002,1,NSW,68,27.2,19.7,26.8,158330
2002,2,NSW,329.2,19,19.1,25.1,179990
2002,3,NSW,56,16.5,18.3,25.2,182270
2002,4,NSW,26.8,13.7,16.3,23.7,152000
2002,5,NSW,73.6,10.3,11.9,19.5,133540
2002,6,NSW,24.4,9.4,9.4,18.4,126950
2002,7,NSW,11.6,11.2,7.2,17.9,162930
2002,8,NSW,21.6,13.9,9.6,19,146170
2002,9,NSW,15,19.5,11.7,22.9,137380
2002,10,NSW,9.2,22.5,14.3,24.6,173850
2002,11,NSW,21,22.6,17.1,25.9,170310
2002,12,NSW,87,25.8,18,25.9,217700
2003,1,NSW,12.4,26,19.9,27.6,163840
2003,2,NSW,57,19.3,20.3,27.2,173750
2003,3,NSW,74.6,18.3,17.9,24.6,158770
2003,4,NSW,244.8,13.1,15,21.9,129290
2003,5,NSW,388.4,9.4,13.1,20.3,102650
2003,6,NSW,42.6,10.1,10.4,19.5,116150
2003,7,NSW,47.6,10.2,8.2,17.4,163600
2003,8,NSW,43.2,13.4,8.9,18.9,138100
2003,9,NSW,9.2,18.2,11.9,22.4,147840
2003,10,NSW,61.2,18.2,12.8,21.2,167670
2003,11,NSW,89.4,22.7,15.4,22.9,195020
2003,12,NSW,50,21.8,18.9,26.5,229690
2004,1,NSW,51.4,24.6,20,27.8,165800
2004,2,NSW,112,20.8,20.3,27.8,183590
2004,3,NSW,68,17,18.8,25.6,168630
2004,4,NSW,44.6,14.7,16.1,23.8,157720
2004,5,NSW,11.8,11.7,11.1,20.6,134780
2004,6,NSW,43.8,10.1,9,19.8,133860
2004,7,NSW,34.8,9.8,8.7,17.4,171830
2004,8,NSW,102.8,13.1,9.7,19.3,153030
2004,9,NSW,83.8,15.3,11.8,21.4,143770
2004,10,NSW,174.6,20.1,14.6,23.3,170030
2004,11,NSW,54.4,22.1,16.3,25.7,184890
2004,12,NSW,94,25.1,18.1,26.1,235480
2005,1,NSW,54,25.4,19.7,27,193910
2005,2,NSW,106.8,23.8,19.4,27.4,201750
2005,3,NSW,80.2,17.5,17.1,23.8,201640
2005,4,NSW,25.8,14.3,16.5,25.2,163380
2005,5,NSW,52.6,10.4,12.2,20.4,134080
2005,6,NSW,67.8,8.6,10.5,19.3,141600
2005,7,NSW,74.2,10.4,9.2,18.7,189340
2005,8,NSW,1.4,14.1,9,19.6,162740
2005,9,NSW,48,16.3,12,20.7,155720
2005,10,NSW,45.6,18.7,15.5,24.4,175440
2005,11,NSW,99.4,21.5,17.1,24.8,184280
2005,12,NSW,22.4,23,18.9,29.5,237650
2006,1,NSW,73.6,21.5,20.7,28,183220
2006,2,NSW,29.4,20.7,20.7,27.9,199280
2006,3,NSW,34.8,17.3,19.7,26.8,186520
2006,4,NSW,11.4,16.4,14.1,23.7,174950
2006,5,NSW,27.6,10.7,11.1,19.9,131030
2006,6,NSW,207.2,7.7,8.6,16.4,139550
2006,7,NSW,135,8.9,9,17.3,180390
2006,8,NSW,87.8,12.7,9.7,19,153620
2006,9,NSW,144.2,18.1,13.2,22.9,155370
2006,10,NSW,15.6,20.7,14.6,24.4,184600
2006,11,NSW,28.4,21.8,16.3,25,194160
2006,12,NSW,72,22.5,17.5,25,250830
2007,1,NSW,47,27.9,19.8,27.5,184170
2007,2,NSW,105.4,21.2,20.4,26.8,207050
2007,3,NSW,70.2,17.2,19,26.3,207800
2007,4,NSW,101.6,14.1,15.6,22.8,174790
2007,5,NSW,10.8,11.4,13.2,22.7,139620
2007,6,NSW,319.4,7.2,9.3,16.7,146460
2007,7,NSW,36.8,10.1,7.9,16.8,181440
2007,8,NSW,86.6,12.5,11.2,20.1,163070
2007,9,NSW,43,17.9,12.1,21,161210
2007,10,NSW,13.6,22.1,15.4,25.8,175810
2007,11,NSW,120.6,23,17.3,23.7,196010
2007,12,NSW,77.4,22,18.6,25.4,243200
2008,1,NSW,68.6,22.6,20.3,27,182160
2008,2,NSW,256.2,17.9,18.5,24.6,226880
2008,3,NSW,35,19.1,17.5,25.6,204300
2008,4,NSW,149.8,12.5,13.8,21.1,166570
2008,5,NSW,3.4,11.2,11.2,20.2,144200
2008,6,NSW,114,7.4,11.6,18.7,138310
2008,7,NSW,83.2,9.7,7.9,17.1,217450
2008,8,NSW,50.4,12.5,7.9,17.3,158180
2008,9,NSW,76,17.6,11.9,21.7,146090
2008,10,NSW,50.6,19.4,14.3,24,166460
2008,11,NSW,53.6,20.3,16.6,24.1,178360
2008,12,NSW,68,23.8,18,27,241970
2009,1,NSW,19,26.5,19.6,28.7,181760
2009,2,NSW,104.8,19,19.6,26.1,203630
2009,3,NSW,52,17.3,18.7,26.2,190670
2009,4,NSW,183.2,12.5,15.6,22.6,177100
2009,5,NSW,133,10.3,12.4,20.4,136490
2009,6,NSW,79.2,7.9,10.1,18.3,128640
2009,7,NSW,57.4,10.1,8.7,18.1,164190
2009,8,NSW,6.4,13.8,9.9,21.5,156840
2009,9,NSW,22.6,17.2,13,23.5,157060
2009,10,NSW,134.2,18.3,14.1,21.9,183700
2009,11,NSW,25.4,21.8,18.5,27.2,181810
2009,12,NSW,59.8,23.1,19.2,26.4,259890
2010,1,NSW,26.4,22.9,20.6,28,184810
2010,2,NSW,156.8,18.5,21.2,28.1,224490
2010,3,NSW,42.4,17.1,19.4,26.7,204450
2010,4,NSW,37.2,14.1,15.7,24.2,165850
2010,5,NSW,183.2,9.6,11.9,20.4,144250
2010,6,NSW,104.2,8.7,9.4,17.5,144480
2010,7,NSW,79.8,7.9,9.1,16.8,182360
2010,8,NSW,25.8,13.8,9.2,18.3,166860
2010,9,NSW,35.4,16.2,11.9,21.1,173780
2010,10,NSW,86.8,17.2,14.7,22.6,184540
2010,11,NSW,156.6,21,16.8,24.1,194320
2010,12,NSW,105.6,23.2,18.8,26.7,265450
2011,1,NSW,38.2,22.8,20.8,28.1,196020
2011,2,NSW,14.4,17.6,21,29,225040
2011,3,NSW,183.4,14.1,19.2,26.3,196410
2011,4,NSW,211,12.4,14.7,22.5,175120
2011,5,NSW,97.2,10.2,10.5,19.1,141050
2011,6,NSW,48,8.7,10.2,18,137620
2011,7,NSW,250.4,9.1,8.6,17.2,175730
2011,8,NSW,40.8,11.8,10.4,19.4,168820
2011,9,NSW,55.2,15.4,12.3,21.7,161770
2011,10,NSW,47.6,18.5,14.3,21.9,189450
2011,11,NSW,151.8,18.5,17.7,25.9,195730
2011,12,NSW,113.4,20.1,16.8,22.6,261820
2012,1,NSW,110.6,23.2,19.7,26.9,193270
2012,2,NSW,138,18.3,19.4,26.1,220150
2012,3,NSW,199.4,14.7,17.8,24.9,208720
2012,4,NSW,121,13.4,15.5,23.6,174500
2012,5,NSW,29.2,11.3,11.1,20.4,143040
2012,6,NSW,198.2,7.6,9.7,17.7,144940
2012,7,NSW,53.4,9.2,8.9,17.3,169360
2012,8,NSW,12.6,13.8,8.8,19.9,176510
2012,9,NSW,20,18.2,11.9,22.6,162790
2012,10,NSW,23.4,21.3,13.7,23.7,188560
2012,11,NSW,41,19.7,16.9,24.4,205910
2012,12,NSW,26.6,22.6,18.7,26.9,273250
2013,1,NSW,147,22.2,20.4,28.3,188870
2013,2,NSW,141.2,19.9,19.8,26.5,238430
2013,3,NSW,57.4,18,19.1,27,220950
2013,4,NSW,161,13.6,14.8,23.5,176770
2013,5,NSW,62.2,10.9,11.6,21.1,154600
2013,6,NSW,336.6,6.8,10.8,18.2,161070
2013,7,NSW,32.4,10.1,9.4,19.6,188040
2013,8,NSW,15.6,14,10.3,21.2,190370
2013,9,NSW,69.8,17.5,13.8,25.2,180970
2013,10,NSW,16.4,22,14.6,26.1,205820
2013,11,NSW,181.2,18.5,16.4,24.7,223960
2013,12,NSW,57.8,24.6,18.7,27.3,308030
2014,1,NSW,11.8,24,19.8,27.9,225950
2014,2,NSW,58,17.9,20,26.8,261470
2014,3,NSW,153.4,15.3,19.1,26.8,237870
2014,4,NSW,72.6,11.4,16,23.6,203490
2014,5,NSW,19.6,11,13,22.6,180320
2014,6,NSW,110.4,8.7,10.9,19.4,166080
2014,7,NSW,12,10.1,8.8,18.8,201340
2014,8,NSW,256.4,11,9.7,17.3,194120
2014,9,NSW,41.8,16.3,12.3,21.5,188280
2014,10,NSW,124.2,20.3,15,25,210560
2014,11,NSW,13.6,21.6,17.9,26.3,233180
2014,12,NSW,119.2,22,19.2,27.3,314940
2015,1,NSW,120,22.6,20.5,28.3,214350
2015,2,NSW,48,20.1,20.6,27.4,281790
2015,3,NSW,52.8,16.2,18.4,26.8,265090
2015,4,NSW,343.6,11,15.3,22.6,206130
2015,5,NSW,89.8,9.9,12.6,20.7,185950
2015,6,NSW,94.8,8.6,10.1,18.4,171900
2015,7,NSW,48.4,9.9,7.9,17.2,214220
2015,8,NSW,60,12.4,9.4,19.5,213400
2015,9,NSW,67.2,16.8,11.9,20.3,204230
2015,10,NSW,29.4,19.1,16.8,26,226460
2015,11,NSW,20.2,20.4,17.6,26.8,251080
2015,12,NSW,67.2,23.7,18.4,27,350330
2016,1,NSW,262.8,19.8,19.6,27.9,245020
2016,2,NSW,40.4,22.5,20.8,28.4,316290
2016,3,NSW,155.8,17.5,19.7,27,298660
2016,4,NSW,81,13.9,16.8,24.8,235320
2016,5,NSW,13.4,11.3,12.8,23.4,204520
2016,6,NSW,283,8.5,10.9,19.2,199940
2016,7,NSW,114.2,10.1,9.8,19,248040
2016,8,NSW,131.4,12.3,9.8,19.2,233070
2016,9,NSW,67.8,15.9,13,21.5,231420
2016,10,NSW,34.2,21.1,14,24,249410
2016,11,NSW,26.8,24.3,17.1,26.4,280130
2016,12,NSW,58.4,22,19.8,28.8,377470
2017,1,NSW,48.4,22,21.2,30.1,297840
2017,2,NSW,158,19.7,20.5,29,313880
2017,3,NSW,229.2,13,19.8,25.9,305540
2017,4,NSW,94.4,13.8,14.7,23.5,275910
2017,5,NSW,32.4,11.1,12.4,21.1,222860
2017,6,NSW,113.6,8.9,10.1,18.1,221400
2017,7,NSW,18,11.1,8.1,19.4,269510
2017,8,NSW,27.2,13.8,9.2,19.4,257000
2017,9,NSW,0.2,18,12,24.1,247690
2017,10,NSW,59.6,19.6,15.6,24.7,279160
2017,11,NSW,38.4,22.2,16.7,24.7,302790
2017,12,NSW,52,22.3,19.6,29.3,389480
2018,1,NSW,28.8,22.4,20.1,29.2,270170
2018,2,NSW,92.2,21.5,19.7,27.8,360980
2018,3,NSW,108.8,17.1,19.2,27.3,343770
2018,4,NSW,23.4,14.6,18,26.2,258380
